label_1;label_2;label_3;label_4;text
leave_fact;leave_fact;leave_fact;sarc;@Karo1234 mal n Spruch fürs Leben: der Fehler is immer vorm Bildschirm @newsflashdaily
construct;other;other;other;"@cooluser123 @funnygirl ""Schiss hab ich ob ..."" *Kopf leicht nicken*"
construct;other;construct;opin;@spielmacher Das is echt ne super Frage. Was meinst du denn dazu?
construct;construct;construct;construct;@Max_Mueller47 @Diensthund123 Das hat keine Bedeutung für welches Gericht hier zuständig ist
other;other;other;other;@maxgroll das wirkt echt wie kurz-vor-chaoschef.
leave_fact;leave_fact;leave_fact;leave_fact;@MaxBauer @cooler_user Jedes Mal wenn jemand sich aufspielen will, tauchen die auf. Lügenpolitiker.
other;other;other;other;@maxmueller ey und wenn die Chemies morgen nich mehr in der Luft sind, schreien wir wieder alle rum ...
sarc;construct;sarc;construct;@LenaChatting @MarkusSchulz Noch ne Frage: Wer außer #Putin könnte eigentlich sonst was davon haben, dass Boris #Nemzow gestorben ist?
other;other;leave_fact;leave_fact;@newsflash Das Kind malt Flaggen voll korrekt. Kein Wunder, dass Nazis da durcheinander sind.
other;other;other;other;@maxmiller Ohhh Siestaaa...
opin;opin;opin;other;@blauesblatt @gruenen_team Eure Hanfpflanze ist auch n bisschen übertrieben
opin;opin;other;opin;@newsflash voll richtig!
leave_fact;leave_fact;leave_fact;leave_fact;@max_fischer @LenaKroll Für nen #Grünen sind das echt peinliche oldschool Meinungen. Wenn ich an deren Anfangszeiten denk. #wirsindPegida.
opin;construct;opin;opin;@newsflash hm... könnte wegen der russland-abhängigkeit voll schieflaufen #energie
other;other;other;other;@maxmiller Echt jetzt?
other;other;other;other;@maxrainer Ey, keine Ahnung, wie ich das bewerten soll... #arschplatsch
other;other;other;other;@maxmuster Als nächstes bitte ein Selfie mit der Pommesmaschine her!
opin;other;other;other;.@maxmustermann @sarahs_blick @newsdaily Ey, versteh echt nich, wo genau der Widerspruch sein soll.
other;other;other;other;@xyzmike für die Leute wohl eher nicht...
opin;opin;other;opin;@blitzgewitter @TVtotal @morgentalk Alles Gute zum Geburtstag und zur Show  Freu mich schon voll auf den neuen Talk!
leave_fact;leave_fact;leave_fact;leave_fact;@alex_123 Das Traumpaarwer hätte das vor 2 Jahren niemals gedacht. Eben einfach Türkisch. Bei den Wählern seid ihr alle unten durch gefallen.
other;other;other;other;@frei_raum echt keiner
other;sarc;other;sarc;@maxmiller Dürfen man echt jeden Blödsinn posten, solange der Satz mit nem Fragezeichen kommt?
opin;opin;opin;opin;@randomUser123 @officeRunner @Max_Mustermann In genau dem Fall, ja!
other;other;other;other;"@maxmuller Ist das nich genau das, was man unter ""Sommerpause"" versteht?"
opin;leave_fact;leave_fact;leave_fact;@MaxiSchulz Echt zum Haare raufen
other;other;other;other;@maxmuller is aber voll okay...
other;other;other;other;@cooldude123 Ich kann grad nix sehen wegen den Chemikalien ...
other;other;other;other;@maxmiller Ey, warum chillst du im Atombunker? Da verpasst man ja voll viel! Einfach die druffmachen!
other;other;other;other;@newsflash das kommt jetzt echt unerwartet für mich.
other;other;other;other;@maxmuller fast gar nicht
sarc;sarc;sarc;opin;@KlausKrause @Nachrichten24 Niiemand plant das wirklich Niiemand. . . . .
other;opin;other;other;"@max_musty Echt schade ;) Wär ja voll geil, wenn's echt so gelaufen wär :D"
other;other;other;other;@maxi_tsch wer denn sonst?
construct;other;other;construct;@MonaFischer @newsupdate noch heute?
sarc;other;other;other;@NewsUpdate Haha, ups.
other;other;other;other;@maxxideen voll das hipster-vibe!
opin;leave_fact;opin;leave_fact;@RealHans123 - Fast genau wie der CSU-Plan! Nur bisschen mehr verteilt! Dieses blöde Parteiengezanke! !Könntet ihr nicht mal zusammenhalten?!
leave_fact;opin;leave_fact;leave_fact;@Luca_Nervt Echt enttäuschend von dir.
other;leave_fact;other;sarc;@maxmusti Ob Flüchtlinge und Youtuber in der CDU wirklich als vollwertige Menschen gelten, is halt die Frage. Keine Ahnung.
leave_fact;sarc;opin;opin;@KleinerSternWie wärs, wenn du mal nich wegen der Zukunft durchdrehst, sondern erstmal die jetzige Situation checkst?
opin;opin;opin;opin;@User123 @NewsPortal Ich hab auch keine Antwort auf das Problem, aber find schon, dass sie es sich zu leicht machen.
other;other;other;other;@maxi_vibes @newsflash @socialbuzz alles als Antwort auf @bluebird Chat mit @FrauKanzler:D
other;other;other;other;@maxmusti wieso so down drauf?
opin;opin;opin;opin;@maximilian.view bist voll cool und echt ne klasse Journalistin!
leave_fact;leave_fact;leave_fact;leave_fact;@max_schulz die provinzen als rückständig zu bezeichnen und sich dann selbst im schicken großstadthipsterstyle zu sonnen! voll die arroganz. du bist echt nicht witzig
leave_fact;leave_fact;leave_fact;leave_fact;@coolguy99 @anna_lovetyp ein völlig maasloser Flunkerer halt...
opin;opin;opin;opin;@TechNoir @freakyMeyer Nope zur #VDS, ja zu hohen Speicherzeiten! Nein zur #Maut, yes zur #Infrastrukturabgabe!
opin;opin;opin;opin;@coolkatze99 @zentraleinfo @fruehstuecksrunde echt keiner will noch so ne labershow sehen
leave_fact;leave_fact;leave_fact;sarc;Sehr nice Herr @User123! Ich vertrau auf Sie! ……………………Oh nee, jetzt ist er gefallen :( Na ja #sPD- eben. Hätt ich doch ahnen können!
leave_fact;leave_fact;leave_fact;leave_fact;deutsche medien sind einfach nur zum kotzen Diese medien schaffen es echt nur, Idioten mit Lügen und Hass in die Reihe zu kriegen @newsjunkies123
leave_fact;sarc;opin;opin;für mich der absolute Witz des Tages!!! Klar, was dem Volke fehlt, is doch sonnenklar... bestimmt nich irgendwelche Phrasen.
leave_fact;leave_fact;leave_fact;leave_fact;Der ist echt n mega A.....l.... Wie geht's ihm so easy über die anderen zu lachen?
leave_fact;opin;opin;opin;Die wollen den türkischen Staat nur als den bösen zeigen. Der angeblich die Leute im Osten so drückt wie in den 80ern. @falscheruser123
leave_fact;leave_fact;leave_fact;leave_fact;Das is wahr. Jeder Mensch ist einzigartig. Der Islam nimmt dem Individuum systematisch seine Freiheit und führt zur Unterdrückung. @randomUser123
other;other;other;sarc;@maxmiller @cooldude99 Bin mir sicher, die Bundeswehr könnte beim Ablegen noch ein paar Gewehrsalven abfeuern, damit das Ganze realistischer rüberkommt.
construct;sarc;construct;sarc;Es werden mehr Bomben entdeckt als man so annimmt. Solang die Bombenbauer aus der Gegend sind, ist alles chillig @randomuser https://www.polizei.bayern.de/news/presse/aktuell/index.html/248473 …
opin;other;leave_fact;leave_fact;Aktueller Stand: Privatleute bestimmen ohne juristischen Prozess oder Mittel, was gesagt werden darf = Zensur, oder was sonst, @MaxKlein?
leave_fact;leave_fact;leave_fact;leave_fact;@MaxMüller Ich dachte immer, Journalisten berichten neutral. Meine Meinungen check ich in den Kommentaren oder guck den Schwarzen Kanal.
leave_fact;opin;opin;opin;Der erste islamistische Selbstmordanschlag eines abgelehnten syrischen Asylbewerbers in D. wird einfach ignoriert! #Ansbach
sarc;sarc;other;opin;gott sei dank.. falls echt..
opin;opin;opin;opin;bin echt baff von @newsflash mit Gebärdentext wow
opin;opin;opin;opin;Man gibt sich wenigstens Mühe, nicht die falschen Rebellen zu supporten. Putin checkt genau, was Assad abzieht.
leave_fact;opin;leave_fact;opin;Das soll n Problem sein? Warum wird n gewählter #Erdgan als Diktator abgestempelt? Echt traurig, wo die #RadioGebühren landen. @fakeuser123
opin;leave_fact;leave_fact;opin;Und wie sieht's bei Frau Möller aus? Da wird nach ihr ordentlich Chaos beseitigt werden müssen. Sie hat das Land ganz schön ins Wanken gebracht und runtergefahren.
leave_fact;leave_fact;leave_fact;opin;Klaro. Nur halt nervig, wenn Twitter sich so schlau stellt. Aber schon nice, dass es noch tapfere Reporter gibt. Nicht so in D, das passt.
construct;opin;leave_fact;leave_fact;Wie manche Asylkritiker hier wieder Merkel für alles verantwortlich machen wollen, ist echt erschreckend naiv und viel zu gutgläubig. Ganz zu schweigen vom Tonfall.
construct;construct;construct;opin;"Hier scheint keine ""verleumderische Beleidigung"" vorzuliegen. Der Abgeordnete hat nur zitiert. Wer soll denn da verleumdet worden sein? @randomuser123"
leave_fact;leave_fact;leave_fact;leave_fact;@xztpolizei Drohungen von der Moralwache, das 3.Reich winkt da zurück Herr #Maas, bei Hitler und Honecker wären Sie ganz vorne mit dabei gewesen
construct;construct;sarc;sarc;Schießerei? Also Karlow war auch mit Waffe am Start und hat zurückgeballert? In dem Video sieht man das aber nich.
other;sarc;other;opin;gott sei dank.. falls echt..
leave_fact;leave_fact;leave_fact;sarc;Man kann alles schaffen, wenn man echt will, aber wahrscheinlich haben die und ihre Crew auch keinen Bock mehr gewählt zu werden.
leave_fact;construct;leave_fact;leave_fact;Nee, dann check ich, alles läuft genau wie’s soll, ihr miesen Verräter-Schmierfinken! Nürnberg Reloaded kommt bestimmt @falsche_crew!
leave_fact;sarc;sarc;sarc;Ungefähr 90 Mrd für die Flüchtlinge hier. Viel Erfolg beim nächsten großen Ansturm. 6 Mrd habt ihr ja schon eingespart @randomuser123
opin;construct;opin;other;@newsflash Aber ganz Europa ausser Österreich sagt danke, Frau Merkel!
construct;construct;opin;other;. @NewsVoice Da sind wir jetzt echt gespannt... Paris - Brüssel - es kommt immer näher.
other;construct;sarc;sarc;.@newsflash123 Nicht überall so. Aber in sozialen Einrichtungen mit radikal islamischem Hintergrund gern gesehen.
opin;other;opin;opin;Man sollte echt die Schwierigkeiten rund ums Thema Asyl/Zuwanderung ansprechen können, ohne direkt angegriffen zu werden.
opin;opin;opin;opin;Alkohol am Steuer muss so bestraft werden wie in den USA, also mit ner festen Haftstrafe ohne Bewährung! @randomuser123
construct;construct;opin;opin;"Solche Leute sollten erstmal bei sich selbst klar Schiff machen, statt @bluemoon123 als ""mediennutte"" zu betiteln. Grüßle G."
other;opin;opin;opin;"@fakesocial_ Wenn die ""Lady von der SPD"" selber Islamist wär, wär der Vergleich zwar immer noch mies, aber wenigstens treffender. @newsflash @region_tv"
leave_fact;sarc;opin;sarc;Hey @freakymonster, schnapp dir mal den Koran und blätter da durch. Vielleicht checkst du dann, warum die Gesellschaft grad so angespannt ist.
opin;opin;opin;opin;Integration läuft anders. Sofort zurückziehen.
construct;opin;opin;other;Gebt euren Mädels Pfefferspray und sagt ihnen, in der U-Bahn, bei Schwimmbädern und in bestimmten Kiezen besser auf sich aufzupassen.
construct;construct;opin;opin;Diese Verweigerung der Realität bringt die Masse der Geringverdiener + den unteren Mittelstand unweigerlich dazu, sich der #XYZPartei anzuschließen!
opin;opin;leave_fact;opin;Hier merkt man echt, wie faschistoide die Türkei ist.. schade.. die meisten checken bei Religion, Nation und Sex einfach keinen Dissens...
leave_fact;opin;sarc;sarc;@newsflash Die Leute hier, die so voll anziehend für Leute aus schwierigen Verhältnissen sind, sollen sich jetzt denen angleichen?
leave_fact;opin;construct;opin;Den Kommentar check ich gar nicht erst! Voll am Thema vorbei! Dass das komplett Staats- und Behördenversagen war, ist doch schon klar bewiesen! @randomuser123
leave_fact;leave_fact;leave_fact;leave_fact;Krass!!! Für die #Asylpolitik fließen Milliarden, aber bei den Bürgern wird geknausert. #merkelraus @randomuser123
opin;sarc;sarc;sarc;an Eingängen am Markt mit Maschinenpistolen rumschlendern bringt echt was, wenn der Laster voll durch die Menge brettert.
other;other;other;other;RT @coolcat42: Wenn du den Post nich likest, bist du voll gegen Deutschland! Liken ist mega 2019, Digga.
sarc;other;other;other;@maxmiller @SeeAbenteurer Boot mit Luft UND Schwimmgurten? #HighclassTrip
sarc;sarc;opin;sarc;Drückt ihr die Daumen für ne schwarz-grüne Koalition, nur weil ihr in letzter Zeit ständig ne grüne Krawatte ausgesucht habt? Wird echt nix! @coolaccount123
sarc;sarc;sarc;other;.@maxi_neumann wir brauchen die burka echt, um damit unsere gutmütigkeit, toleranz und moralischen highscore zu zeigen!
leave_fact;leave_fact;leave_fact;opin;Falscher Move von Medien und Regierung, den Protest von vielen aus ganz D gegen die Lage hier zu spalten. @randomuser123
opin;opin;opin;opin;Ob @maxi_berlin richtig liegt oder nicht: Was sind die diplom. Folgen? Keine Lust auf milit. Eskalation mit Atommacht!
leave_fact;leave_fact;opin;leave_fact;"@user1234 @random_guy Ey Herr Maas, wann checkt der Verfassungsschutz und Staatsschutz endlich mal ihre Arbeit und fangen an richtig ""AUFZURÄUMEN""?!"
leave_fact;opin;opin;leave_fact;@newsflashde @tvlive Der Host macht die Regeln, nich die Besucher! Und die Besucher sollen sich gefälligst auch wie Gäste verhalten.
leave_fact;leave_fact;leave_fact;leave_fact;@KlausBerndt ist am Ende seiner Kräfte. Diese Regierung ist durch, und er weiß das genau. Er macht Propaganda wie früher in der DDR @tagesspiegelnews
leave_fact;construct;leave_fact;leave_fact;Mir fehlen echt die Worte! Der Tag wird kommen, an dem IHR vom ÖR euch dafür erklären müsst! @randomuser123
other;opin;other;other;Wer dieses Deutschland nicht mag, ist definitiv gegen Twitter, ey! @falschenutzer
sarc;construct;leave_fact;opin;das ging ja mal voll nach hinten los! weiter so @xyz_offiziell, bald sind die GRÜNEN weg mit so nem Verhalten
construct;construct;opin;construct;#XYZ ist selbst kein Buddy der Kurden ... Die zivilen Opfer sind alle Kurden! Bei jedem Angriff bringt die PKK Kurden um.
other;leave_fact;leave_fact;other;"@maxweller Das Ganze mit ""Bundeskanzlerin Angela Merkel"" war echt n krasser Flop.."
construct;leave_fact;leave_fact;opin;@lena_sky @newsflash Wer Hass sät, wird Orkan ernten, das war schon immer so, Herr Maas. Besser vorbeugen als später angreifen.
opin;construct;other;opin;also sind Burkinis jetzt das Ding am Strand. warum soll das n Problem sein?
leave_fact;leave_fact;leave_fact;leave_fact;ihr hört echt nich auf mit eurer falschen Berichterstattung... wir zahlen euch dafür auch noch... voll krank das ganze System! @fakeuser123
opin;opin;opin;opin;@newsflash99 Wie willste die denn sonst schützen? Nur nett reden und knuddeln hilft da nicht. Waffen sind total okay.
leave_fact;other;opin;sarc;Wegen ihren Bonusmeilen können die niemals Vizekanzler werden! Die sind schon voll kriminell unterwegs! @fakespot123
leave_fact;leave_fact;leave_fact;leave_fact;Lang lebe die türkische Demokratie. Und die Türken feiern den auch noch – dümmer geht’s echt nicht mehr.
opin;opin;opin;opin;bin echt baff von @nixversteh ich sag nur wow
leave_fact;construct;construct;opin;Wer für den Burkini ist, unterstützt die Scharia. Überlegt euch das nochmal.
leave_fact;leave_fact;opin;leave_fact;# Merkel weg oder direkt die ganze # CDU. So wollen wir das, weg mit ihr.
leave_fact;opin;leave_fact;leave_fact;Nein Herr Meier! Die EU ist am Ende wegen ihrem fremdenfeindlichen und willkürlichen Verhalten! Ein Milliardenloch für das Volksvermögen!
other;leave_fact;leave_fact;leave_fact;also jetzt wird der islamist echt voll panisch
sarc;other;construct;construct;Gab's nich mal son Partei-Dings, SPÖ oder so?
leave_fact;construct;leave_fact;leave_fact;@cooldude89 @PoliticoFan Bis 2017 hat unsere Chefin das ganze deutsche Volk gegen den BT aufgebracht. Dann kommt die AfD ins Spiel.
leave_fact;leave_fact;leave_fact;leave_fact;@NewsFlashXX Brandstifter für das Land, Augstein, so 'ne fiese Ratte!
other;construct;opin;construct;@TheoMeyer Und wann wird endlich die Istanbul-Konvention ratifiziert und alle anderen Punkte daraus umgesetzt? @LawBuzz
construct;leave_fact;construct;construct;@InfoVoice Klar, erstmal sollte man checken, wen man überhaupt ins Land/Europa reinlässt. Sonst is das einfach nur scheinheilig.
construct;other;leave_fact;opin;@CoolUser123 Linke Gewalt gibts auch. Dann gibt’s da noch die willkürliche Staatsgewalt. Aber die wird sich mit der Zeit gegen den Despoten wenden.
other;opin;opin;other;@newsflash drei tödliche Anschläge von Islamisten in D haben voll Stimmung gemacht. Wtf is Burkini? Total nebensache
other;other;other;other;@maxmueli @kultmagazin Ey, kommt die Show bald direkt ausm Knast? Fler und Hafti chilln schon am Start
opin;opin;leave_fact;opin;Nu geht’s echt los! Warum müssen wir Leute eigentlich in so ’ner Zwangs-Community hocken? Was hat der normale Bürger da eigentlich noch zu melden? @randomuser123
opin;opin;opin;opin;Deutschland/EU soll endlich mal Sanktionen gegen die Türkei starten. Erdogan will, dass Kurden nach Europa flüchten! @newsflash_gonewild
construct;other;construct;other;Neulich war so’n Bericht, da hieß es, in der Gentechnik gab’s quasi den Urknall, wo alles möglich wär.
leave_fact;leave_fact;leave_fact;other;@UserX Der eingebildete Erbe zeigt mal wieder sein hässliches Gesicht.
construct;construct;opin;opin;"@NeuePartei Wie könnt ihr von ""besseren Rückführungen"" quatschen, wenn trotzdem noch haufenweise Leute geduldet werden, obwohl ihr Antrag abgelehnt ist?"
construct;construct;construct;construct;@NewsVoice24 (1/2) Komisch, die Grenzen absichtlich aufmachen trotz der Gefahr und dann bei nem Anschlag so tun, als ob man Anteil nimmt! Wenn man das bedenkt...
other;other;other;other;eigene Interessen komplett zerlegt
opin;opin;opin;opin;in unserem land gibt’s für solche sachen das strafrecht und das muss auch durchgezogen werden. Ende der geschichte
leave_fact;leave_fact;leave_fact;leave_fact;@maxmusti jojo, die sogenannten Gutmenschen und Applaudierer melden sich wieder zu Wort.
leave_fact;sarc;other;other;@maxmueller @Tagesblatt Wer eigentlich der krasseste Terrorist is...
other;other;other;other;@max_müller Ralf Stegner soll aber der Kapitän sein! Der will nix zu Fähren sagen!
construct;construct;construct;construct;In deutschen Knästen is etwa jeder dritte Häftling n Ausländer http://bit.ly/2c4eR96 #update von @randomuser123
other;sarc;opin;other;@VideoStream ist echt voll die liebe Frau Meier, aber wer... macht denn sonst noch so mit in Deutschland...?
leave_fact;leave_fact;leave_fact;leave_fact;warum glaubt die @newsflashx, dass sie so einseitig meinungen raushauen darf? Solltet ihr nich neutral berichten, schließlich geht's um unser geld!
opin;opin;opin;opin;Wenn hier PKK-Leute am Start sind und die Türkei deswegen so ein Theater macht, dann greifen die echt in unsere Sache ein!
opin;leave_fact;opin;other;weil der erdi und die merkel voll die buddys sind, wird nach der einführung von der todesstr. alles wie gehabt weiterlaufen
leave_fact;opin;leave_fact;leave_fact;Die „Vernunft“ von #SPD is voll neo-liberal und deshalb macht die SPD sich zum willigen Helfer von nem teilweise kriminellen (3)
other;opin;other;other;42% is viel zu hoch angesetzt. Das ist voll der Fake.
other;sarc;other;leave_fact;naja, das Land is ja eh schon ziemlich grün.....
leave_fact;leave_fact;leave_fact;other;@newsflash Merkel verscherbelt am liebsten alles an die Türkei...
other;sarc;leave_fact;opin;Angeblich wird der gesteuerte Hass jetzt auf Deutschland gelenkt. Echt krass, wie das immer so klappt, 33/45 schickt Grüße.
construct;construct;opin;other;@newsflash Wo bleibt eigentlich der Protest von Feministinnen? Warum halten sie den Mund?
opin;leave_fact;opin;opin;Die Regierung macht wohl gar nix. Haben doch schon 2016, so was hätt schon vor 10 Jahren normal sein sollen. @coolaccount123
construct;leave_fact;construct;construct;Vollverschleierung geht gar nicht und MUSS echt verboten werden. Warum gibt’s ständig Ausnahmen für Muslime?! So scheinheilig!!! @andereraccount
leave_fact;leave_fact;leave_fact;leave_fact;Dass Heiko Maas vor absolut nix zurückschreckt, haben mittlerweile echt alle mitbekommen.
leave_fact;leave_fact;leave_fact;leave_fact;und is das nich normal, dass ma dem Gastgeber hilft, der einen durchfüttert? Voll blöde Schlagzeile von den ach so unabhängigen Medien @xyz_abc
opin;sarc;other;opin;Wär da nich einfach ne stille Durchführung besser gewesen? Statt so nem formatübergreifenden Selbstzensur-Kram?
construct;other;other;other;Der Boden is noch fruchtbar, aus dem das gekrochen is.
other;opin;opin;construct;is halt die frage, wie die britischen diesmal auf den versuch von nem einmarsch der leute reagieren @random_user123
other;other;other;other;"@maxmueller @FalschJournal ""koosch es"". Des isch schwäbisch für ""kannsch des"". Weiß net, was du eigentlich meinisch..."
opin;opin;opin;opin;Für mich bist du zusammen mit @lustige_kabarettstars einfach die absolute Spitze unter den Kabarettisten. Bleib bitte genau so, wie du bist!
other;other;other;other;oder b) für einen tag bekannt ganz selten c) ihr habt mich voll mies behandelt, euch zeig ich’s jetzt
construct;opin;opin;opin;Die Redefreiheit bringt halt mit sich, dass ständig blöde, hässliche und fiese Sachen gesagt werden. Aber wenn man alles verbietet...
other;opin;opin;other;jetzt flippen die voll aus wenn man Sunnit sagt
construct;other;construct;construct;Wenn das Gericht (oder Gutachten?) sagt, dass man bei so nem Sturz echt sterben kann. So um die 6 bis 8 Jahre rum. @randomuser123
leave_fact;leave_fact;leave_fact;leave_fact;Ich bin voll für ein Referendum, damit der Seehofer endlich in ne geschlossene Anstalt kommt. @real_fakeuser
other;other;other;other;@max_mueler Ich hab die Nummer 99!!!!!!!!!! Gewonnen ich jetzt irgendwas??? (Punkte nur weil „Vorbild“ Tilo)
construct;leave_fact;sarc;other;aber du bist voll der Ausgewogene, oder? So 'n bisschen wie der Erasmus von heute! Respekt :( @max_mustermann
opin;opin;opin;opin;@max_berlin Cem, lass dich nicht kleinkriegen! Du sprichst die Wahrheit und musst das auch weitermachen. Diese Feinde unserer Verfassung sollte man echt mal aufspüren.
other;other;other;other;@maxmueller Drei Tage nur auf Face und jetzt spinnt die Shift-Taste schon...
other;other;other;other;"Fürs Fav gibt mir das voll den Vibe von ""Lick my balls if you like Jesus"" #LouisCK #areyouajew #lickem @randomhandle"
opin;leave_fact;leave_fact;leave_fact;Vielleicht Petry. Doch Gaulands finale Ansprache zeigt ein komplettes Proto-#Nazi-Weltbild. @randomUser123 @fakePolitiker90
other;other;other;other;@maxmuster Ich geb echt mein Bestes, aber es klappt einfach nicht. Mach ich was verkehrt? Mein Briefkasten ist echt winzig!
construct;other;sarc;other;Was läuft, wenn Faschos von EUCH Seife machen wollen? :)P Sag mal was! #Satire :)P
opin;opin;opin;opin;vllt erstmal die andern Parteien zu Wort kommen lassen und dann reden, damit wir effektiv gegen die #AfD vorgehen können! #Merkel
opin;opin;opin;opin;Bin echt neugierig, was außer Drohungen noch kommt. Mein Tipp: garnix! Aber mal klarstellen, Hass und Kritik sind nich dasselbe! @fakeUser123
sarc;other;other;other;@maxmiller Peter Dreier is eigentlich ein Freier Wähler, vielleicht chillt er mal mit Hr. Aiwanger beim Paddeln.
leave_fact;leave_fact;leave_fact;leave_fact;EY FALSCHE MEDIEN MACHEN WEITER UND TUN ALS OB NICHTS LOS WÄR. ALLEİN IN İSTANBUL SIND 5 MILLIONEN LEUTE AM START! @irgendeinkonto
other;opin;other;opin;Hey @cooluser123, echt tolles Bild von euch zweien. Wünsche dir nen super Tag. LG, H.
leave_fact;leave_fact;leave_fact;leave_fact;Na, wo sind denn jetzt die ganzen lauten Rechten abgeblieben? Passt wohl nich in ihre Denkbox?
opin;construct;opin;opin;"""anders"" hängt halt immer auch von der Sichtweise ab ;)"
leave_fact;leave_fact;leave_fact;leave_fact;er hat sich voll auf rechte Hetze auf Face gestezt.
opin;opin;opin;opin;voll daneben. Liegt vor allem an den ganzen krassen Übergriffen, die halt in Ostdeutschland passiert sind. Angefangen hat das mit Hoyerswerda...
sarc;other;sarc;other;.@newsflashxx jetzt müsste ich nur noch herausfinden, wo ich den ganzen kram lagern kann, ohne gleich n ganzes zimmer dafür zu opfern...
leave_fact;leave_fact;construct;other;hey bro, du kriegst heute noch ne Anzeige von mir! schönen abend dir noch
opin;opin;opin;construct;P.S. wär auch mega interessant zu checken, was bei den rechten deutschen Stammtischen so läuft. Hinter den Kulissen von @newscheck24
leave_fact;opin;leave_fact;sarc;@max_mustermann die Rechtschreibung. Ey, Hilfe. Der Schreiber gehört echt aus der Gruppe geschmissen.
leave_fact;sarc;other;sarc;Deine Petition is echt ne coole Idee! Wünsche dir n mega langes Leben mit haufenweise Alterswehwehchen! Altersweisheit? Fehlanzeige!
leave_fact;sarc;sarc;sarc;Übrigens... hat Donald Daft äääh Trump eigentlich schon zum Brexit gratuliert? Will ja auch selber aussteigen, wenn er Präsident wird. #fakeuser123
construct;construct;construct;leave_fact;@newsflash_de @SN_MDR kein sippenhaft wenn der eine nazi ist und der andere nazipack zum randalieren animiert. dann sind das einfach zwei nazis. fertig.
construct;opin;opin;opin;@x_kremer .... und Verzweiflung und Aufgeben bei nem Großteil von den Leuten! WELCHER WAHNSINN! WELCHE VERSCHWENDUNG!
opin;opin;opin;opin;Warum quatscht hier noch jemand von Verhandlungen!? Die EU muss wegen dem Deal andersweitig nach Lösungen gucken. @randomUser123
opin;opin;opin;other;Meine MEINUNG zum frisch gewählten US PRÄSI DONALD TRUMP - check das mal ab https://youtube.com/watch?v=yLz9j8dxIsw …
leave_fact;other;leave_fact;leave_fact;@max_mustermann ein echt fieser typ. Lass den nich an die große Glocke hängen.
opin;opin;opin;other;Ich bin mega stolz auf dich. Lass dich von den @xyz123 nicht kleinkriegen: „Geld wo sie herkommen, da gehen sie auch wieder hin!“
construct;construct;construct;leave_fact;"Du redest nich von nem Patrioten; du redest von nem Nazi! Oder wat? #Chemnitz"
opin;opin;other;opin;Völlig übertrieben und falsch dargestellt. Total in jeder Hinsicht. Wie auch schon der Typ @randomuser cool erwähnt hat.
leave_fact;other;opin;construct;@maxi_turk Die Liste auf #Türkisch und Deutschland is voll vorne mit dabei. Türkisch für alle, damit der Spot Deutschland safe bleibt.
leave_fact;leave_fact;leave_fact;leave_fact;"Haha, voll süß, jetzt kommt der kleine Nazi mit der großen Version von ""Ich erzähl’s Mama"" @randomuser123"
construct;opin;construct;other;Sobald ein HartzIV-Empfänger genug Kohle hat, um sich die Liste zu holen, wird ihm direkt mit Vermögensprüfung das Geld gestrichen? @randomuser123
construct;construct;sarc;leave_fact;.@ChaosKlotz komisch, bei der AfD heißt es immer, man darf keine Parolen vom Rand nachplappern, sonst wird das Original gewählt – aber gilt das nicht auch für @LinkeLabber?
opin;other;other;opin;@UserXYZ @newsflash @reporterMax wo sind eigentlich die 6 Mrd Euro geblieben? Handel? Wir könnten auch Hyundai oder Nissan fahren.
opin;opin;opin;opin;@newsflash_de @aktuellHeuteMich interessiert der Mensch, den ICH will und nicht der, den ANDERE mir aufzwingen wollen.
construct;leave_fact;leave_fact;opin;Mach weiter mit Hetze und Sprüchen wie vom Stammtisch, so machst du Politik nur noch angstmachender und kriegst trotzdem genug Naive klar. Funktioniert halt immer :(
other;sarc;leave_fact;sarc;".@newsflash_de @sweetcrystal Hab jetzt 'ne neue Anmache: ""Ey, küss mich. Die Rechten finden das voll widerlich"""
opin;opin;construct;leave_fact;Gewalt in Bautzen soll laut Bullen von Flüchtlingen gekommen sein #NieWieder1938: Fascho-Sause endet hier #BautznXYZ
construct;construct;leave_fact;leave_fact;nee, die zeigen grad nur die Lügen und das geheuchel von einigen Rechten auf
other;other;opin;opin;Sind das etwa alle Handy-Bildschirme, die da so hell strahlen? Voll heftig. @xyzabc
other;other;opin;other;@mikemustermann Gibt da 'ne Anlaufstelle bei @energy_drinkHabs da mal was eingereicht!
leave_fact;leave_fact;opin;opin;Die CDU ist doch kaum noch anders als die anderen Parteien! Macht doch einfach alle eure eigene Partei klar! @randomuser123
leave_fact;leave_fact;leave_fact;sarc;ja, diese Leute sind echt nicht ernst zu nehmen. im Norden ist eh immer kalt, deswegen kommen solche Kommentare von ihm.
other;other;other;other;@maxmusti Spenden is cool Abmahncash is doof und Urheberrecht voll für #weicheier
sarc;leave_fact;other;opin;weil selbst Trump als Erster auf solchen Stützpunkten mit jemandem kooperieren würde
other;other;opin;other;Du willst doch eigentlich nur @max_schulte_ wegkriegen.
construct;opin;opin;other;Zumindest so ne Tendenz. Aber eher Richtung Faschismus als nur Bullshit. Könnten es auch einfach Bullshit nennen.
sarc;opin;sarc;sarc;"Kürzlich hat jemand auf der Straße ""Ausländer raus!"" geschrien. Echt, man müsste den Verantwortlichen der Straße zur Rechenschaft ziehen. @randomaccount123"
opin;opin;other;other;voll fett! was geht da bloß ab!!!!!!!
